Region,Product Category,Sales Amount,Quarter,Year,Profit Margin,Order Date,Customer Type,Employee ID
❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,Cake - Cheese Cake 9 Inch,UZS,Q3,2002,78,04/17/2024,Wholesale,582
NULL,Pastry - Plain Baked Croissant,XAF,Q2,1971,60,02/10/2024,Retail,583
-1E2,"Doilies - 12, Paper",UAH,Q1,1992,49,09/24/2024,Retail,584
"""'""'""''''""",Haggis,CNY,Q1,1992,73,07/06/2024,Wholesale,585
⁰⁴⁵,Petit Baguette,THB,Q4,2012,56,12/05/2023,Retail,586
ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,Calypso - Strawberry Lemonade,SEK,Q2,2002,84,06/05/2024,Retail,587
1/0,Mayonnaise,CNY,Q1,2004,40,12/16/2023,Retail,588
和製漢語,Orange - Blood,XOF,Q3,2011,3,10/26/2023,Wholesale,589
🐵 🙈 🙉 🙊,Pate - Cognac,ARS,Q3,2012,70,01/01/2024,Retail,590
-1E+02,Piping - Bags Quizna,CNY,Q3,2000,47,11/28/2023,Retail,591
test⁠test‫,Potatoes - Mini White 3 Oz,PHP,Q2,1989,33,02/10/2024,Retail,592
　,"Oil - Olive, Extra Virgin",CNY,Q3,1990,40,01/08/2024,Retail,593
1/2,Lotus Rootlets - Canned,CNY,Q3,1996,15,11/09/2023,Retail,594
ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,Wine - Kwv Chenin Blanc South,PLN,Q2,2006,67,07/26/2024,Retail,595
1/2,"Wine - Red, Antinori Santa",CNY,Q2,2008,24,11/22/2023,Retail,596
'',"Beef - Tenderlion, Center Cut",PYG,Q3,2006,29,01/18/2024,Wholesale,597
"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",Oysters - Smoked,CNY,Q3,2000,21,02/04/2024,Retail,598
"'""'",Mushroom - Porcini Frozen,CNY,Q2,1970,63,02/13/2024,Retail,599
(｡◕ ∀ ◕｡),"Chocolate - Pistoles, Lactee, Milk",XPF,Q2,1999,20,05/23/2024,Retail,600
ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,Lettuce - Sea / Sea Asparagus,RUB,Q3,2010,48,05/12/2024,Wholesale,601
̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,Zucchini - Green,DOP,Q3,2008,30,05/04/2024,Wholesale,602
NULL,Pastry - Plain Baked Croissant,COP,Q2,2005,56,10/26/2023,Wholesale,603
œ∑´®†¥¨ˆøπ“‘,Bagel - Everything Presliced,ILS,Q1,2004,21,08/25/2024,Wholesale,604
"""""",Chocolate - Milk Coating,ARS,Q2,2012,18,06/07/2024,Wholesale,605
`⁄€‹›ﬁﬂ‡°·‚—±,"Pasta - Spaghetti, Dry",XPF,Q1,2010,89,11/20/2023,Retail,606
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,Shichimi Togarashi Peppeers,CNY,Q3,1997,72,06/16/2024,Wholesale,607
`⁄€‹›ﬁﬂ‡°·‚—±,Bread - Sour Batard,CNY,Q4,2009,69,07/19/2024,Retail,608
₀₁₂,Buffalo - Striploin,CNY,Q4,2004,71,09/22/2024,Wholesale,609
₀₁₂,Island Oasis - Peach Daiquiri,CNY,Q1,2011,38,06/15/2024,Retail,610
"""'""'""''''""",Pastry - Lemon Danish - Mini,XAF,Q4,2001,45,05/17/2024,Wholesale,611
-1,Table Cloth 53x69 White,CNY,Q3,2001,12,10/27/2023,Retail,612
'',"Pork - Loin, Boneless",ARS,Q4,1991,12,03/16/2024,Retail,613
␡,Chicken Thigh - Bone Out,ARS,Q2,2013,80,05/31/2024,Retail,614
␡,Cheese - Roquefort Pappillon,CNY,Q2,1998,73,09/21/2024,Wholesale,615
¸˛Ç◊ı˜Â¯˘¿,Lobak,RUB,Q3,2008,91,09/26/2024,Retail,616
١٢٣,Toothpick Frilled,RUB,Q1,1985,27,08/04/2024,Retail,617
😍,Seabream Whole Farmed,ZAR,Q3,1991,94,05/18/2024,Wholesale,618
-1.00,Compound - Pear,IDR,Q3,2012,49,03/18/2024,Retail,619
"<>?:""{}|_+",Garbage Bags - Black,UAH,Q1,2009,91,02/11/2024,Wholesale,620
｀ｨ(´∀｀∩,Wine - Chianti Classica Docg,IDR,Q3,2005,15,02/27/2024,Retail,621
"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",Pie Filling - Cherry,PEN,Q3,2000,32,02/14/2024,Retail,622
✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,Ecolab - Balanced Fusion,IDR,Q3,2004,64,03/18/2024,Wholesale,623
🐵 🙈 🙉 🙊,Table Cloth 54x54 Colour,PLN,Q3,1994,87,07/26/2024,Retail,624
̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,Steel Wool,CAD,Q2,2008,28,12/31/2023,Wholesale,625
₀₁₂,Pastry - Chocolate Chip Muffin,BDT,Q2,2002,45,03/10/2024,Wholesale,626
⁰⁴⁵,"Yogurt - Cherry, 175 Gr",BRL,Q4,1986,53,04/06/2024,Retail,627
⁰⁴⁵₀₁₂,Chinese Foods - Pepper Beef,IDR,Q1,2002,29,12/10/2023,Wholesale,628
-1E02,Ginger - Crystalized,EUR,Q4,2003,54,07/30/2024,Wholesale,629
‪‪test‪,Pear - Asian,PHP,Q1,2004,50,01/26/2024,Retail,630
"__ﾛ(,_,*)",Chips Potato Salt Vinegar 43g,PHP,Q4,2001,96,10/08/2023,Wholesale,631
-1E2,"Tortillas - Flour, 12",CNY,Q2,1992,77,11/20/2023,Wholesale,632
̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,Langers - Mango Nectar,RUB,Q1,1964,3,07/14/2024,Retail,633
-1E2,Peach - Halves,CNY,Q1,2002,5,09/29/2023,Wholesale,634
١٢٣,Bar Energy Chocchip,CNY,Q2,1989,61,12/21/2023,Retail,635
̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,Pepper - Jalapeno,SEK,Q1,2010,8,10/17/2023,Retail,636
-1E02,Pie Filling - Apple,CNY,Q2,2001,27,09/09/2024,Retail,637
999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,Easy Off Oven Cleaner,BRL,Q4,2004,67,09/06/2024,Wholesale,638
"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",Sauce - Hollandaise,EUR,Q2,1992,10,02/09/2024,Wholesale,639
,Oil - Olive Bertolli,CNY,Q3,2009,67,12/07/2023,Retail,640
00˙Ɩ$-,Puree - Blackcurrant,ARS,Q3,2011,7,12/22/2023,Wholesale,641
⁦test⁧,Wine - Sicilia Igt Nero Avola,XOF,Q3,2001,76,07/28/2024,Retail,642
NIL,Sausage - Chorizo,EUR,Q3,1993,21,03/30/2024,Retail,643
"""'""'""''''""",V8 - Tropical Blend,XCD,Q3,1965,44,07/19/2024,Wholesale,644
"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",Appetizer - Chicken Satay,EUR,Q2,1998,9,11/23/2023,Retail,645
᠎,Cake - Mini Cheesecake,USD,Q1,1995,52,05/26/2024,Wholesale,646
(╯°□°）╯︵ ┻━┻)  ,Vinegar - Sherry,KZT,Q2,1992,30,01/07/2024,Retail,647
"""'""'""''''""",Durian Fruit,EUR,Q3,1990,98,07/25/2024,Wholesale,648
👩🏽,Chick Peas - Dried,EUR,Q2,2005,48,11/01/2023,Retail,649
NIL,"Iced Tea - Lemon, 340ml",EUR,Q2,2008,41,01/20/2024,Wholesale,650
00˙Ɩ$-,Gloves - Goldtouch Disposable,IQD,Q4,2009,62,05/07/2024,Retail,651
"""",Sea Bass - Whole,BRL,Q2,1993,52,06/15/2024,Wholesale,652
-1E02,Beer - Upper Canada Light,ALL,Q1,1999,13,01/04/2024,Wholesale,653
-1E2,Bread - Pita,PEN,Q1,1968,37,04/08/2024,Retail,654
١٢٣,Gooseberry,CZK,Q3,2005,61,09/10/2024,Wholesale,655
⁰⁴⁵,"Wine - Red, Pinot Noir, Chateau",IDR,Q2,1981,84,11/10/2023,Retail,656
🐵 🙈 🙉 🙊,Kellogs Cereal In A Cup,IDR,Q4,1996,70,09/30/2023,Wholesale,657
사회과학원 어학연구소,Coffee - Flavoured,IDR,Q1,2002,96,10/08/2023,Retail,658
<svg><script>0<1>alert('XSS')</script>,Cactus Pads,IDR,Q2,1995,24,07/27/2024,Wholesale,659
-$1.00,"Asparagus - Green, Fresh",IDR,Q3,1992,63,08/22/2024,Retail,660
⁦test⁧,Boogies,PHP,Q2,2001,86,06/29/2024,Retail,661
␡,"Flour - Bran, Red",IDR,Q2,1995,97,09/08/2024,Wholesale,662
❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,"Beef - Baby, Liver",USD,Q3,2008,2,06/23/2024,Retail,663
١٢٣,Sauce - Plum,CZK,Q2,2007,93,07/31/2024,Retail,664
"'""'",Macaroons - Two Bite Choc,CNY,Q3,1989,4,02/14/2024,Retail,665
ÅÍÎÏ˝ÓÔÒÚÆ☃,Wine - Prosecco Valdobienne,JPY,Q4,2006,80,02/25/2024,Retail,666
❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,"Yogurt - Peach, 175 Gr",CNY,Q3,1995,79,08/16/2024,Wholesale,667
Ω≈ç√∫˜µ≤≥÷,Caviar - Salmon,TND,Q4,1999,44,07/17/2024,Wholesale,668
',"Lemonade - Island Tea, 591 Ml",RUB,Q1,1997,7,01/04/2024,Retail,669
¡™£¢∞§¶•ªº–≠,Bread Base - Toscano,EUR,Q4,1996,17,05/27/2024,Wholesale,670
../../../../../../../../../../../etc/passwd%00,Lobster - Tail 6 Oz,EUR,Q2,2002,52,01/19/2024,Wholesale,671
和製漢語,"Oil - Truffle, White",XAF,Q3,2010,77,05/30/2024,Wholesale,672
1/0,"Tomatoes - Cherry, Yellow",MAD,Q4,1989,26,09/28/2023,Wholesale,673
𠜎𠜱𠝹𠱓𠱸𠲖𠳏,Shrimp - 150 - 250,NGN,Q4,1996,98,01/14/2024,Wholesale,674
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,Tuna - Loin,ALL,Q4,2007,64,09/22/2024,Wholesale,675
"<>?:""{}|_+",Red Cod Fillets - 225g,EUR,Q3,2003,73,01/02/2024,Retail,676
() { 0; }; touch /tmp/blns.shellshock1.fail;,V8 - Vegetable Cocktail,IDR,Q4,1998,7,12/01/2023,Retail,677
˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,Beef - Texas Style Burger,IDR,Q3,2000,6,07/24/2024,Retail,678
../../../../../../../../../../../etc/passwd%00,Sprouts - Brussel,CNY,Q2,2007,60,09/15/2024,Wholesale,679
̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,Haggis,XCD,Q3,2006,26,08/03/2024,Wholesale,680
-1/2,Duck - Fat,MXN,Q4,1996,58,03/25/2024,Wholesale,681
`⁄€‹›ﬁﬂ‡°·‚—±,Island Oasis - Strawberry,PLN,Q4,2006,30,10/11/2023,Wholesale,682
1/0,"Quail - Whole, Bone - In",KGS,Q1,1985,44,01/25/2024,Retail,683
null,Arrowroot,RSD,Q4,1995,31,08/05/2024,Wholesale,684
nil,Sea Bass - Whole,CNY,Q1,1996,45,01/02/2024,Wholesale,685
הָיְתָהtestالصفحات التّحول,Pails With Lids,JPY,Q3,2006,56,06/15/2024,Wholesale,686
𠜎𠜱𠝹𠱓𠱸𠲖𠳏,Orange - Tangerine,IDR,Q4,2009,97,03/18/2024,Retail,687
<img src=x onerror=alert('hi') />,Mustard - Seed,CNY,Q1,2007,58,04/30/2024,Retail,688
-1E02,Puree - Mango,CNY,Q2,1999,49,02/20/2024,Wholesale,689
1,Soup - Cream Of Potato / Leek,ARS,Q1,1993,40,10/01/2023,Retail,690
₀₁₂,Rice Wine - Aji Mirin,CNY,Q2,1989,17,09/15/2024,Retail,691
ÅÍÎÏ˝ÓÔÒÚÆ☃,"Nut - Pecan, Halves",CNY,Q2,1991,74,08/04/2024,Wholesale,692
 test ,Pepper - Jalapeno,CNY,Q4,2010,93,12/26/2023,Retail,693
١٢٣,Bay Leaf,ALL,Q2,1995,97,02/05/2024,Wholesale,694
👩🏽,Syrup - Monin - Blue Curacao,PEN,Q4,2004,72,12/21/2023,Retail,695
¸˛Ç◊ı˜Â¯˘¿,Goat - Whole Cut,CNY,Q2,2010,78,06/11/2024,Wholesale,696
パーティーへ行かないか,Bulgar,EUR,Q2,1988,94,07/11/2024,Wholesale,697
(｡◕ ∀ ◕｡),Nantucket - Kiwi Berry Cktl.,EUR,Q1,1988,41,11/19/2023,Retail,698
1,Yeast Dry - Fleischman,PLN,Q3,1999,4,04/12/2024,Wholesale,699
᠎,Pepper - Cayenne,UAH,Q2,2011,69,01/19/2024,Retail,700
'',"Tart Shells - Barquettes, Savory",CNY,Q1,1997,28,09/04/2024,Wholesale,701
᠎,Garbage Bags - Black,KPW,Q3,2006,79,11/30/2023,Wholesale,702
הָיְתָהtestالصفحات التّحول,Lamb - Rack,PHP,Q3,1995,76,02/03/2024,Wholesale,703
✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,Beets,RUB,Q2,2007,46,08/29/2024,Wholesale,704
הָיְתָהtestالصفحات التّحول,"Pork - Back, Short Cut, Boneless",PHP,Q2,1999,18,11/08/2023,Wholesale,705
⁰⁴⁵,Broom - Angled,UAH,Q4,2008,66,06/02/2024,Retail,706
̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,Sprouts - Onion,PHP,Q2,2012,87,07/05/2024,Wholesale,707
(｡◕ ∀ ◕｡),Table Cloth 144x90 White,UGX,Q1,1997,98,03/09/2024,Retail,708
',Lettuce - Green Leaf,MXN,Q3,2008,96,04/07/2024,Wholesale,709
"__ﾛ(,_,*)",Salt - Table,MYR,Q4,2012,35,06/10/2024,Retail,710
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,"Juice - Pineapple, 341 Ml",EUR,Q2,2004,87,06/25/2024,Wholesale,711
-1E02,Lettuce - Lambs Mash,IRR,Q3,2008,70,09/04/2024,Retail,712
'',"Nut - Walnut, Chopped",RUB,Q2,2002,11,04/08/2024,Wholesale,713
社會科學院語學研究所,"Chocolate - Milk, Callets",PEN,Q2,2007,81,08/13/2024,Wholesale,714
-1,Egg Patty Fried,CNY,Q1,2011,36,09/10/2024,Retail,715
˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,Wine - Shiraz Wolf Blass Premium,EUR,Q3,1992,35,10/16/2023,Wholesale,716
 ,"Chilli Paste, Hot Sambal Oelek",IDR,Q4,1963,45,04/09/2024,Wholesale,717
␢,Beef - Cow Feet Split,COP,Q2,2005,7,12/20/2023,Wholesale,718
ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,Bread Ww Cluster,EUR,Q2,1992,87,11/10/2023,Retail,719
'',Muffin Hinge - 211n,PHP,Q2,1993,56,12/31/2023,Retail,720
<img src=x onerror=alert('hi') />,Beer - Pilsner Urquell,XOF,Q3,1989,75,11/09/2023,Retail,721
␢,"Crab - Blue, Frozen",RUB,Q3,1999,88,10/14/2023,Wholesale,722
œ∑´®†¥¨ˆøπ“‘,Tart - Raisin And Pecan,ILS,Q4,1996,36,04/02/2024,Wholesale,723
"__ﾛ(,_,*)",Cheese - Grie Des Champ,IDR,Q4,2007,73,02/05/2024,Wholesale,724
Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,Flower - Commercial Bronze,DKK,Q1,2002,49,11/07/2023,Wholesale,725
1.00,Wine - Marlbourough Sauv Blanc,RUB,Q4,1985,58,12/17/2023,Retail,726
｀ｨ(´∀｀∩,Soup - Campbells,CNY,Q2,1985,33,06/11/2024,Wholesale,727
(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,Sunflower Seed Raw,RUB,Q3,2001,37,07/22/2024,Wholesale,728
,Beans - Soya Bean,IDR,Q4,1999,32,09/03/2024,Wholesale,729
<svg><script>0<1>alert('XSS')</script>,"Champagne - Brights, Dry",NAD,Q4,2009,28,04/07/2024,Wholesale,730
null,Wood Chips - Regular,COP,Q1,2011,95,02/02/2024,Wholesale,731
😍,Wine - Chateau Aqueria Tavel,RSD,Q3,2008,91,11/10/2023,Retail,732
¸˛Ç◊ı˜Â¯˘¿,Clam - Cherrystone,SYP,Q3,1998,67,01/18/2024,Wholesale,733
﻿,Rice - Brown,PLN,Q2,2006,89,08/02/2024,Retail,734
null,Wine - Chablis 2003 Champs,CNY,Q2,1992,98,06/15/2024,Wholesale,735
̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,"Capon - Breast, Double, Wing On",MXN,Q2,1996,80,12/20/2023,Retail,736
-1E+02,Praline Paste,PLN,Q3,1999,34,11/28/2023,Wholesale,737
"""",Wine - Zonnebloem Pinotage,COP,Q2,2007,6,04/30/2024,Wholesale,738
0.00,Wine - Pinot Grigio Collavini,PLN,Q3,1998,90,07/24/2024,Wholesale,739
👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,"Beef - Outside, Round",BRL,Q4,2009,79,06/17/2024,Wholesale,740
⁦test⁧,Cheese - Brick With Pepper,MKD,Q2,2013,94,04/03/2024,Retail,741
␣,Tea - Herbal Orange Spice,LRD,Q1,2007,58,09/19/2024,Retail,742
"<>?:""{}|_+",Nantucket Pine Orangebanana,RUB,Q1,2012,75,09/25/2024,Retail,743
!@#$%^&*(),Sobe - Orange Carrot,JMD,Q2,2011,26,05/26/2024,Wholesale,744
1/2,"Wine - White, Pelee Island",HNL,Q3,2004,64,01/08/2024,Wholesale,745
👩🏽,Venison - Denver Leg Boneless,ZAR,Q4,1986,93,12/12/2023,Retail,746
() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Honey - Lavender,WST,Q4,1997,86,12/23/2023,Wholesale,747
1'; DROP TABLE users--,"Vodka - Lemon, Absolut",PHP,Q2,1995,15,09/13/2024,Retail,748
¡™£¢∞§¶•ªº–≠,Nantucket - Orange Mango Cktl,IDR,Q3,1998,89,06/14/2024,Retail,749
 test ,Nantucket Cranberry Juice,MKD,Q1,1995,97,07/20/2024,Wholesale,750
-1.00,Cookies - Englishbay Oatmeal,CAD,Q1,2012,73,01/21/2024,Retail,751
ÅÍÎÏ˝ÓÔÒÚÆ☃,"Bread - Roll, Whole Wheat",XOF,Q1,1992,22,12/31/2023,Wholesale,752
$1.00,Jello - Assorted,IDR,Q2,2004,94,01/13/2024,Retail,753
١٢٣,Muffin Batt - Choc Chk,PHP,Q3,2012,1,07/08/2024,Retail,754
../../../../../../../../../../../etc/passwd%00,Duck - Whole,SEK,Q2,2012,25,09/21/2024,Wholesale,755
ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,Pickle - Dill,PLN,Q3,2010,81,07/11/2024,Retail,756
ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,Cookies Cereal Nut,CNY,Q3,1995,24,10/11/2023,Wholesale,757
😍,Grouper - Fresh,IRR,Q3,1993,42,08/09/2024,Retail,758
١٢٣,Lemon Pepper,CNY,Q2,2009,69,10/27/2023,Wholesale,759
¸˛Ç◊ı˜Â¯˘¿,Mix - Cappucino Cocktail,PEN,Q4,1993,42,08/28/2024,Wholesale,760
NULL,Bread - Raisin Walnut Pull,CNY,Q1,1970,36,05/11/2024,Wholesale,761
() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Passion Fruit,CNY,Q2,2012,11,10/10/2023,Retail,762
😍,Bread Sour Rolls,UAH,Q1,2000,9,04/09/2024,Retail,763
-1/2,"Doilies - 12, Paper",CNY,Q3,1984,23,12/28/2023,Wholesale,764
⁦test⁧,Bandage - Fexible 1x3,CNY,Q1,2004,83,07/10/2024,Wholesale,765
1/2,Cardamon Ground,EUR,Q1,1993,64,05/09/2024,Retail,766
⁦test⁧,Longos - Penne With Pesto,CNY,Q2,1966,62,01/03/2024,Retail,767
😍,Bread - Kimel Stick Poly,IDR,Q4,2005,68,01/19/2024,Retail,768
